상품번호,상품명_기본,자체상품코드,카테고리 코드,이미지 저장소,이미지 경로,페이스북 광고 제품 피드 이미지명
1000002983,펜디 다크 브라운 투쥬르 토트백,9821851,"003002003
003
003002
003002002",url,20/09/37/1000002983/,https://koodonkr.hgodo.com/reebonz_facebook_img/9821851.jpg
1000002984,지방시 블랙 투웨이 토트백,9775168,"003002003
003
003002
003002002",url,20/09/37/1000002984/,
1000002985,구찌 레드 패드락 체인 장지갑,9755501,"007001
007",url,20/09/37/1000002985/,https://koodonkr.hgodo.com/reebonz_facebook_img/9755501.jpg
1000002986,루이비통 브라운 PVC 미니 백팩 (M41562),9779415,"003002001
003
003002",url,20/09/37/1000002986/,
1000002987,발렌시아가 클래식 클립 클러치,9165837,"003002004
002
002002
002002004
003
003002",url,20/09/37/1000002987/,https://koodonkr.hgodo.com/reebonz_facebook_img/9165837.jpg
1000002988,버버리 블랙 크레스트 헤들리 크로스백,8706113,"003002005
003
003002
003002002",url,20/09/37/1000002988/,https://koodonkr.hgodo.com/reebonz_facebook_img/8706113.jpg
1000002989,발렌시아가 그레이 벨로 토트백,9783934,"003002003
003
003002
003002002",url,20/09/37/1000002989/,https://koodonkr.hgodo.com/reebonz_facebook_img/9783934.jpg
1000002990,까르띠에 실버 스틸 발롱 블루 시계,9784631,"005001
005",url,20/09/37/1000002990/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784631.jpg
1000002991,샤넬 블랙 스티치 숄더백,9783937,"003002002
003
003002",url,20/09/37/1000002991/,https://koodonkr.hgodo.com/reebonz_facebook_img/9783937.jpg
1000002992,구찌 보스턴 투웨이 토트백,9784155,"003002003
003
003002
003002002",url,20/09/37/1000002992/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784155.jpg
1000002998,발렌티노 언타이틀 히든 락스터드 스니커즈,30100013,"003003001
003
003003",url,20/09/37/1000002998/,https://koodonkr.hgodo.com/uploads/product_meta_info/3/01/30100013/f.jpg
1000003002,끌로에 오렌지 파라티 토트백,9783751,"003002003
003
003002
003002002",url,20/09/37/1000003002/,https://koodonkr.hgodo.com/reebonz_facebook_img/9783751.jpg
1000003003,구찌 뱀부 데일리 토트백,9784219,"003002003
003
003002
003002002",url,20/09/37/1000003003/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784219.jpg
1000003004,보테가 베네타 그레이 호보백,9785443,"003002002
003
003002",url,20/09/37/1000003004/,https://koodonkr.hgodo.com/reebonz_facebook_img/9785443.jpg
1000003005,에르메스 브라운 스트랩 힐 구두,9785359,"003003002
003
003003",url,20/09/37/1000003005/,https://koodonkr.hgodo.com/reebonz_facebook_img/9785359.jpg
1000003006,토즈 블랙 토트백,9924343,"003002003
003
003002
003002002",url,20/09/38/1000003006/,https://koodonkr.hgodo.com/reebonz_facebook_img/9823639.jpg
1000003007,끌로에 핑크 베이지 파라티 토트백,9831778,"003002003
003
003002
003002002",url,20/09/38/1000003007/,https://koodonkr.hgodo.com/reebonz_facebook_img/9831778.jpg
1000003009,스톤아일랜드 니트,40300021,"002001003
002
002001",url,20/09/38/1000003009/,https://koodonkr.hgodo.com/uploads/product_meta_info/4/03/40300021/f.jpg
1000003010,버버리 원피스,10300012,"003001003
003
003001",url,20/09/38/1000003010/,https://koodonkr.hgodo.com/uploads/product_meta_info/1/03/10300012/thum.jpg
1000003011,로렉스 오이스터 퍼페츄얼 시계,9784619,"005001
005",url,20/09/38/1000003011/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784619.jpg
1000003013,까르띠에 골드 750 18K 러브 링 반지,9784934,"004003
004",url,20/09/38/1000003013/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784934.jpg
1000003014,토즈 블랙 앵클 부츠,9785398,"003003003
003
003003",url,20/09/38/1000003014/,https://koodonkr.hgodo.com/reebonz_facebook_img/9785398.jpg
1000003015,펜디 그레이 트리폴드 지갑,9784917,"007001
007",url,20/09/38/1000003015/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784917.jpg
1000003016,프라다 블랙 투웨이 토트백,9785252,"003002003
003
003002
003002002",url,20/09/38/1000003016/,https://koodonkr.hgodo.com/reebonz_facebook_img/9785252.jpg
1000003017,루이비통 인클루전 뱅글 팔찌,9784515,"007012
007",url,20/09/38/1000003017/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784515.jpg
1000003018,디올 레드 레이디백 미니,9784425,"003002003
003
003002
003002002
003002005",url,20/09/38/1000003018/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784425.jpg
1000003019,버버리 실버 스틸 시계 (14300L),9799304,"005002
005",url,20/09/38/1000003019/,https://koodonkr.hgodo.com/reebonz_facebook_img/9799304.jpg
1000003020,프라다 카키 사피아노 투웨이백,9784226,"003002003
003
003002
003002002",url,20/09/38/1000003020/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784226.jpg
1000003022,지미추 골드 체인 스퀘어 하드 크로스백,9784196,"003002005
003
003002
003002002",url,20/09/38/1000003022/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784196.jpg
1000003023,구찌 블랙 GG 디스코백,9784148,"003002005
003
003002
003002002",url,20/09/38/1000003023/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784148.jpg
1000003024,셀린느 트리오 아코디언 클러치,9196390,"003002004
003
003002",url,20/09/38/1000003024/,https://koodonkr.hgodo.com/reebonz_facebook_img/9196390.jpg
1000003025,루이비통 네오 벨라이아 클러치,9783928,"002002004
002
002002",url,20/09/38/1000003025/,https://koodonkr.hgodo.com/reebonz_facebook_img/9783928.jpg
1000003026,버버리 블랙 백팩 (8011617),9785190,"003002001
003
003002",url,20/09/38/1000003026/,https://koodonkr.hgodo.com/reebonz_facebook_img/9785190.jpg
1000003028,지방시 블랙 보스턴 라지 토트백,9783859,"003002003
003
003002
003002002",url,20/09/38/1000003028/,https://koodonkr.hgodo.com/reebonz_facebook_img/9783859.jpg
1000003029,버버리 베이지 메신저백,9783862,"002002005
002
002002",url,20/09/38/1000003029/,https://koodonkr.hgodo.com/reebonz_facebook_img/9783862.jpg
1000003031,지방시 블랙 나이팅게일 토트백,9195731,"003002003
003
003002
003002002",url,20/09/38/1000003031/,https://koodonkr.hgodo.com/reebonz_facebook_img/9195731.jpg
1000003032,루이비통 다미에 네버풀 MM 숄더백,9784787,"003002002
003
003002
003002003",url,20/09/38/1000003032/,https://koodonkr.hgodo.com/reebonz_facebook_img/9784787.jpg
1000003033,지방시 판도라 숄더백,9796708,"003002003
003
003002
003002002",url,20/09/38/1000003033/,https://koodonkr.hgodo.com/reebonz_facebook_img/9796708.jpg
1000003034,프라다 브라운 스웨이드 체인백,9799856,"003002002
003
003002
003002005",url,20/09/38/1000003034/,https://koodonkr.hgodo.com/reebonz_facebook_img/9799856.jpg
1000003036,구찌 화이트 호보백,9796329,"003002002
003
003002
003002003",url,20/09/38/1000003036/,https://koodonkr.hgodo.com/reebonz_facebook_img/9796329.jpg
1000003037,페레가모 블랙 페이던트 제리 플랫 슈즈,9802517,"003003007
003
003003",url,20/09/38/1000003037/,https://koodonkr.hgodo.com/reebonz_facebook_img/9802517.jpg
1000003038,구찌 하이탑 스니커즈,9802347,"003003001
003
003003",url,20/09/38/1000003038/,https://koodonkr.hgodo.com/reebonz_facebook_img/9802347.jpg
1000003039,펜디 블랙 패브릭 삭스 스니커즈,9802363,"003003001
003
003003",url,20/09/38/1000003039/,https://koodonkr.hgodo.com/reebonz_facebook_img/9802363.jpg
1000003040,MSGM 레드 클리어 토트백,9302527,"003002003
002
002002
002002005
003
003002
003002002",url,20/09/38/1000003040/,https://koodonkr.hgodo.com/reebonz_facebook_img/9302527.jpg
1000003041,지방시 블랙 판도라 토트백,9795721,"003002003
003
003002
003002002",url,20/09/38/1000003041/,https://koodonkr.hgodo.com/reebonz_facebook_img/9795721.jpg
1000003042,생로랑 레드 루루 숄더백,9833058,"003002002
003
003002
003002005",url,20/09/38/1000003042/,https://koodonkr.hgodo.com/reebonz_facebook_img/9833058.jpg
1000003043,샤넬 블랙 캐비어 장지갑,9831414,"007001
007",url,20/09/38/1000003043/,https://koodonkr.hgodo.com/reebonz_facebook_img/9831414.jpg
1000003045,페레가모 핑크 베이지 카푸아 플랫 슈즈,9802480,"003003007
003
003003",url,20/09/38/1000003045/,https://koodonkr.hgodo.com/reebonz_facebook_img/9802480.jpg
1000003049,프라다 블랙 포코노 토트백,9783746,"003002003
003
003002
003002002",url,20/09/38/1000003049/,https://koodonkr.hgodo.com/reebonz_facebook_img/9783746.jpg
1000003050,불가리 아이보리 체인 토트백,9201911,"003002003
003
003002",url,20/09/38/1000003050/,https://koodonkr.hgodo.com/reebonz_facebook_img/9201911.jpg
1000003051,루이비통 화이트 아치라이트 스니커즈,9821930,"003003001
003
003003",url,20/09/38/1000003051/,https://koodonkr.hgodo.com/reebonz_facebook_img/9821930.jpg
1000003052,프라다 블랙 프릴 크로스백,9301661,"003002005
003
003002
003002002",url,20/09/38/1000003052/,https://koodonkr.hgodo.com/reebonz_facebook_img/9301661.jpg
1000003053,생로랑 블랙 페이던트 로고 뮬,9831452,"003003004
003
003003",url,20/09/38/1000003053/,https://koodonkr.hgodo.com/reebonz_facebook_img/9831452.jpg
1000003054,페레가모 핑크 애나멜 젤리 플랫 슈즈,9854856,"003003007
003
003003",url,20/09/39/1000003054/,https://koodonkr.hgodo.com/reebonz_facebook_img/9854856.jpg
1000003055,셀린느 브라운 45 보스턴백,9853828,"003002003
003
003002",url,20/09/39/1000003055/,https://koodonkr.hgodo.com/reebonz_facebook_img/9853828.jpg
1000003056,구찌 브라운 오피디아 버킷백,9853776,"003002002
003
003002",url,20/09/39/1000003056/,https://koodonkr.hgodo.com/reebonz_facebook_img/9853776.jpg
1000003057,셀린느 브라운 클러치,9854310,"003002004
003
003002",url,20/09/39/1000003057/,https://koodonkr.hgodo.com/reebonz_facebook_img/9854310.jpg
1000003058,구찌 베이지 소호 체인 숄더백,9854837,"003002002
003
003002
003002005",url,20/09/39/1000003058/,https://koodonkr.hgodo.com/reebonz_facebook_img/9854837.jpg
1000003059,프라다 블랙 포코노 크로스백,9301660,"002002005
002
002002",url,20/09/39/1000003059/,https://koodonkr.hgodo.com/reebonz_facebook_img/9301660.jpg
1000003060,펜디 블랙 슬립온,9822678,"002003001
002
002003",url,20/09/39/1000003060/,https://koodonkr.hgodo.com/reebonz_facebook_img/9822678.jpg
1000003061,알렉산더왕 블랙 숄더백,9822572,"003002002
003
003002",url,20/09/39/1000003061/,https://koodonkr.hgodo.com/reebonz_facebook_img/9822572.jpg
1000003062,끌로에 블랙 파라티 토트백,9252074,"003002003
003
003002
003002002",url,20/09/39/1000003062/,https://koodonkr.hgodo.com/reebonz_facebook_img/9252074.jpg
1000003063,루이비통 브라운 스피디 30 토트백,9804219,"003002003
003
003002",url,20/09/39/1000003063/,https://koodonkr.hgodo.com/reebonz_facebook_img/9804219.jpg
1000003064,구찌 브라운 PVC 스니커즈,9822671,"002003001
002
002003",url,20/09/39/1000003064/,https://koodonkr.hgodo.com/reebonz_facebook_img/9822671.jpg
1000003065,발렌시아가 퍼플 네오 포크 숄더백,9802702,"003002002
003
003002
003002005",url,20/09/39/1000003065/,https://koodonkr.hgodo.com/reebonz_facebook_img/9802702.jpg
1000003066,발렌티노 셔츠,40400054,"002001004
002
002001",url,20/09/39/1000003066/,https://koodonkr.hgodo.com/uploads/product_meta_info/4/04/40400054/f.jpg
1000003067,샤넬 블랙 온 더 로드 숄더백,8632670,"003002002
003
003002",url,20/09/39/1000003067/,https://koodonkr.hgodo.com/reebonz_facebook_img/8632670.jpg
1000003068,몽클레어 화이트 심슨 스니커즈,9804290,"003003001
003
003003",url,20/09/39/1000003068/,https://koodonkr.hgodo.com/reebonz_facebook_img/9804290.jpg
1000003070,미우 미우 블랙 마트라세 크리스탈 클러치 겸 토트백,9802917,"003002003
003
003002
003002004",url,20/09/39/1000003070/,https://koodonkr.hgodo.com/reebonz_facebook_img/9802917.jpg
1000003071,미우 미우 블랙 마트라세 크리스탈 토트백,9802814,"003002003
003
003002
003002002",url,20/09/39/1000003071/,https://koodonkr.hgodo.com/reebonz_facebook_img/9802814.jpg
1000003072,프라다 베이지 비텔로 토트백,9827397,"003002003
003
003002
003002002",url,20/09/39/1000003072/,https://koodonkr.hgodo.com/reebonz_facebook_img/9827397.jpg
1000003074,에르메스 오렌지 실크 스카프,9872739,"007005
007",url,20/09/39/1000003074/,https://koodonkr.hgodo.com/reebonz_facebook_img/9872739.jpg
1000003075,버버리 베이지 울 체크 플리츠 스커트,9872502,"003001008
003
003001",url,20/09/39/1000003075/,https://koodonkr.hgodo.com/reebonz_facebook_img/9872502.jpg
1000003076,오프화이트 블랙 모헤어 후드 집업,9872570,"003001001
003
003001
003001006",url,20/09/39/1000003076/,https://koodonkr.hgodo.com/reebonz_facebook_img/9872570.jpg
1000003077,까르띠에 버건디 가죽 백팩,9824064,"003002001
003
003002",url,20/09/39/1000003077/,https://koodonkr.hgodo.com/reebonz_facebook_img/9824064.jpg
1000003079,발렌시아가 블랙 클래식 아레나 서류가방,8984573,"002002002
002
002002",url,20/09/39/1000003079/,https://koodonkr.hgodo.com/reebonz_facebook_img/8984573.jpg
1000003080,페레가모 블랙 캐리 숄더백,9804125,"003002003
003
003002
003002002",url,20/09/39/1000003080/,
1000003081,버버리 버건디 DK88 탑 핸들 토트백,9725065,"003002003
003
003002
003002002",url,20/09/39/1000003081/,https://koodonkr.hgodo.com/reebonz_facebook_img/9725065.jpg
1000003083,발렌티노 블랙 페이던트 케이지 샌들 스트랩 힐,9840434,"003003002
003
003003",url,20/09/39/1000003083/,https://koodonkr.hgodo.com/reebonz_facebook_img/9840434.jpg
1000003084,페레가모 블랙 페이던트 바라 숄더백,9804010,"003002002
003
003002
003002005",url,20/09/39/1000003084/,
1000003085,디올 디오라마 체인 숄더백,9827254,"003002005
003
003002
003002002",url,20/09/39/1000003085/,https://koodonkr.hgodo.com/reebonz_facebook_img/9827254.jpg
1000003086,구찌 레드 마몽 반지갑,9840306,"007001
007",url,20/09/39/1000003086/,https://koodonkr.hgodo.com/reebonz_facebook_img/9840306.jpg
1000003089,샤넬 블루 장지갑,9827285,"007001
007",url,20/09/39/1000003089/,https://koodonkr.hgodo.com/reebonz_facebook_img/9827285.jpg
1000003090,발렌시아가 그레이 클래식 시티 토트백,9832732,"003002003
003
003002
003002002",url,20/09/39/1000003090/,https://koodonkr.hgodo.com/reebonz_facebook_img/9832732.jpg
1000003092,발렌티노 블랙 락스터드 클러치,9828236,"003002004
003
003002",url,20/09/39/1000003092/,https://koodonkr.hgodo.com/reebonz_facebook_img/9828236.jpg
1000003095,끌로에 블랙 페이 크로스백,8348484,"003002005
003
003002
003002002",url,20/09/39/1000003095/,https://koodonkr.hgodo.com/reebonz_facebook_img/8348484.jpg
1000003096,몽블랑 블랙 나일론 서류가방,9832496,"002002002
002
002002",url,20/09/39/1000003096/,https://koodonkr.hgodo.com/reebonz_facebook_img/9832496.jpg
1000003097,셀린느 브라운 PVC 토트백,9821820,"003002003
003
003002",url,20/09/39/1000003097/,https://koodonkr.hgodo.com/reebonz_facebook_img/9821820.jpg
1000003098,발렌시아가 트리플 S 클리어솔 스니커즈,30100014,"003003001
002
002003
002003001
003
003003",url,20/09/40/1000003098/,https://koodonkr.hgodo.com/uploads/product_meta_info/3/01/30100014/f.jpg
1000003099,샤넬 화이트 체인 숄더백,9884137,"003002002
003
003002
003002005",url,20/09/40/1000003099/,https://koodonkr.hgodo.com/reebonz_facebook_img/9884137.jpg
1000003100,프라다 레드 사피아노 파니에 두블레 토트백,9853754,"003002003
003
003002
003002002",url,20/09/40/1000003100/,https://koodonkr.hgodo.com/reebonz_facebook_img/9853754.jpg
1000003101,루이비통 에삐 클루니 BB,20300036,"003002003
003
003002
003002002",url,20/09/40/1000003101/,https://koodonkr.hgodo.com/uploads/product_meta_info/2/03/20300036/f.jpg
1000003102,루이비통 뚜르넬 PM,20300037,"003002003
003
003002
003002002",url,20/09/40/1000003102/,https://koodonkr.hgodo.com/uploads/product_meta_info/2/03/20300037/f.jpg
1000003103,페레가모 바라 체인 크로스백,20500012,"003002005
003
003002
003002002",url,20/09/40/1000003103/,https://koodonkr.hgodo.com/uploads/product_meta_info/2/05/20500012/f.jpg
1000003104,마르니 숄더백,20200019,"003002002
003
003002
003002005",url,20/09/40/1000003104/,https://koodonkr.hgodo.com/uploads/product_meta_info/2/02/20200019/f.jpg
1000003106,루이비통 데일리 클러치,20400007,"003002004
003
003002",url,20/09/40/1000003106/,https://koodonkr.hgodo.com/uploads/product_meta_info/2/04/20400007/f.jpg
1000003107,루이비통 페이보릿 MM,20500013,"003002005
003
003002
003002002",url,20/09/40/1000003107/,
1000003108,구찌 선글라스,90700010,"007007
007",url,20/09/40/1000003108/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/07/90700010/f.jpg
1000003109,에르메스 클릭아슈 팔찌,91200001,"007012
007",url,20/09/40/1000003109/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/12/91200001/Re_91200001_upload/91200001__f.jpg
1000003112,톰 포드 블랙 크로스백,9823730,"003002005
003
003002
003002002",url,20/10/41/1000003112/,https://koodonkr.hgodo.com/reebonz_facebook_img/9823730.jpg
1000003113,발렌티노 블랙 체인 숄더백,9833121,"003002002
003
003002",url,20/10/41/1000003113/,https://koodonkr.hgodo.com/reebonz_facebook_img/9833121.jpg
1000003114,페레가모 블랙 탑 핸들 토트백,9834248,"003002003
003
003002
003002002",url,20/10/41/1000003114/,https://koodonkr.hgodo.com/reebonz_facebook_img/9834248.jpg
1000003115,구찌 아이보리 실비 토트백,9842150,"003002003
003
003002
003002002",url,20/10/41/1000003115/,https://koodonkr.hgodo.com/reebonz_facebook_img/9842150.jpg
1000003117,루이비통 브라운 엘렌 반지갑,9840356,"007001
007",url,20/10/41/1000003117/,
1000003118,루이비통 다미에 멀티플 반지갑,9840463,"007001
007",url,20/10/41/1000003118/,https://koodonkr.hgodo.com/reebonz_facebook_img/9840463.jpg
1000003119,지방시 블랙 스터드 나이팅게일 토트백,9886075,"003002003
003
003002
003002002",url,20/10/41/1000003119/,
1000003120,프라다 네이비 포코노 백팩,9886076,"002002001
002
002002",url,20/10/41/1000003120/,https://koodonkr.hgodo.com/reebonz_facebook_img/9886076.jpg
1000003121,구찌 블랙 마몬트 마틀라세 클러치,7133583,"003002004
003
003002",url,20/10/41/1000003121/,https://koodonkr.hgodo.com/reebonz_facebook_img/7133583.jpg
1000003122,발렌시아가 그레이 클래식 클러치,9151470,"003002004
003
003002",url,20/10/41/1000003122/,https://koodonkr.hgodo.com/reebonz_facebook_img/9151470.jpg
1000003123,에르메스 블루 실크 트윌리 스카프,9828226,"007005
007",url,20/10/41/1000003123/,https://koodonkr.hgodo.com/reebonz_facebook_img/9828226.jpg
1000003124,에르메스 퍼플 그린 실크 트윌리 스카프,9828177,"007005
007",url,20/10/41/1000003124/,https://koodonkr.hgodo.com/reebonz_facebook_img/9828177.jpg
1000003125,골든구스 미드스타 스니커즈,30100015,"003003001
003
003003",url,20/10/41/1000003125/,https://koodonkr.hgodo.com/uploads/product_meta_info/3/01/30100015/f.jpg
1000003126,루이비통 골드 스틸 백 참,9853790,"007015
007",url,20/10/41/1000003126/,https://koodonkr.hgodo.com/reebonz_facebook_img/9853790.jpg
1000003127,루이비통 브라운 모노그램 스피디 30 토트백,9891597,"003002003
003
003002",url,20/10/41/1000003127/,https://koodonkr.hgodo.com/reebonz_facebook_img/9891597.jpg
1000003128,루이비통 블랙 에삐 카푸신 크로스백,9891588,"003002005
003
003002
003002002",url,20/10/41/1000003128/,https://koodonkr.hgodo.com/reebonz_facebook_img/9891588.jpg
1000003129,구찌 니트 상의,40300022,"002001003
002
002001",url,20/10/41/1000003129/,https://koodonkr.hgodo.com/uploads/product_meta_info/4/03/40300022/f.jpg
1000003130,생로랑 맨투맨 상의,40500027,"002001005
002
002001",url,20/10/41/1000003130/,https://koodonkr.hgodo.com/uploads/product_meta_info/4/05/40500027/f.jpg
1000003131,오프화이트 맨투맨,40500028,"002001005
002
002001",url,20/10/41/1000003131/,https://koodonkr.hgodo.com/uploads/product_meta_info/4/05/40500028/f.jpg
1000003132,오프화이트 맨투맨,40500029,"002001005
002
002001",url,20/10/41/1000003132/,https://koodonkr.hgodo.com/uploads/product_meta_info/4/05/40500029/f.jpg
1000003133,오프화이트 후드,40500030,"002001005
002
002001",url,20/10/41/1000003133/,https://koodonkr.hgodo.com/uploads/product_meta_info/4/05/40500030/f.jpg
1000003134,까르띠에 1p 다이아 반지,70300004,"004003
004",url,20/10/41/1000003134/,https://koodonkr.hgodo.com/uploads/product_meta_info/7/03/70300004/f.jpg
1000003135,샤넬 네이비 시즌 숄더백,9849166,"003002002
003
003002",url,20/10/42/1000003135/,https://koodonkr.hgodo.com/reebonz_facebook_img/9849166.jpg
1000003137,루이비통 브라운 에벤 켄싱턴 보울링 토트백,9845577,"003002003
003
003002
003002002",url,20/10/42/1000003137/,https://koodonkr.hgodo.com/reebonz_facebook_img/9845577.jpg
1000003138,미우 미우 그레이 투웨이 토트백,9845029,"003002003
003
003002
003002002",url,20/10/42/1000003138/,https://koodonkr.hgodo.com/reebonz_facebook_img/9845029.jpg
1000003139,루이비통 블랙 앙프렝뜨 몽테뉴 토트백,9845581,"003002003
003
003002
003002002",url,20/10/42/1000003139/,https://koodonkr.hgodo.com/reebonz_facebook_img/9845581.jpg
1000003140,구찌 레드 GG 엠보 체인 숄더백,8769137,"003002002
003
003002",url,20/10/42/1000003140/,https://koodonkr.hgodo.com/reebonz_facebook_img/8769137.jpg
1000003141,에르메스 네이비 코튼 알린 숄더백,9845018,"003002002
003
003002",url,20/10/42/1000003141/,https://koodonkr.hgodo.com/reebonz_facebook_img/9845018.jpg
1000003142,버버리 베이지 패브릭 캔버스 숄더백,9905947,"003002002
003
003002",url,20/10/42/1000003142/,https://koodonkr.hgodo.com/reebonz_facebook_img/9905947.jpg
1000003143,디올 핑크 디올리시모 토트백,9927197,"003002003
003
003002
003002002",url,20/10/42/1000003143/,https://koodonkr.hgodo.com/reebonz_facebook_img/9927197.jpg
1000003144,멀버리 코랄 베이스워터 토트백,9927141,"003002003
003
003002",url,20/10/42/1000003144/,https://koodonkr.hgodo.com/reebonz_facebook_img/9927141.jpg
1000003145,페레가모 블루 간치니 토트백,9927161,"003002003
003
003002
003002002",url,20/10/42/1000003145/,https://koodonkr.hgodo.com/reebonz_facebook_img/9927161.jpg
1000003146,구찌 브라운 자카드 토트백,9932257,"003002003
003
003002",url,20/10/42/1000003146/,https://koodonkr.hgodo.com/reebonz_facebook_img/9932257.jpg
1000003147,토즈 토프 토트백,9932016,"003002003
003
003002",url,20/10/42/1000003147/,https://koodonkr.hgodo.com/reebonz_facebook_img/9932016.jpg
1000003148,프라다 브라운 비텔로 샤인 투웨이 토트백,9929991,"003002003
003
003002
003002002",url,20/10/42/1000003148/,https://koodonkr.hgodo.com/reebonz_facebook_img/9929991.jpg
1000003149,페레가모 블루 토트백,9927167,"003002003
003
003002",url,20/10/42/1000003149/,https://koodonkr.hgodo.com/reebonz_facebook_img/9927167.jpg
1000003152,발렌티노 레드 락스터드 클러치,9845011,"003002004
003
003002",url,20/10/42/1000003152/,https://koodonkr.hgodo.com/reebonz_facebook_img/9845011.jpg
1000003153,프라다 레드 비텔로 샤인 투웨이 토트백,9930043,"003002003
003
003002
003002002",url,20/10/42/1000003153/,
1000003154,페레가모 블랙 페이던트 토트백,9932160,"003002003
003
003002",url,20/10/42/1000003154/,https://koodonkr.hgodo.com/reebonz_facebook_img/9932160.jpg
1000003155,멀버리 블랙 알렉사 숄더백,9931939,"003002003
003
003002
003002002",url,20/10/42/1000003155/,https://koodonkr.hgodo.com/reebonz_facebook_img/9931939.jpg
1000003157,루이비통 블랙 데님 네오 캐비 MM 토트백,10494663,"003002003
003
003002
003002002",url,20/10/42/1000003157/,https://koodonkr.hgodo.com/reebonz_facebook_img/9927128.jpg
1000003158,끌로에 블랙 페이데이 투웨이 토트백,9950670,"003002003
003
003002
003002002",url,20/10/42/1000003158/,https://koodonkr.hgodo.com/reebonz_facebook_img/9950670.jpg
1000003159,프라다 화이트 토트백,9927144,"003002003
003
003002",url,20/10/42/1000003159/,https://koodonkr.hgodo.com/reebonz_facebook_img/9927144.jpg
1000003160,프라다 브라운 토트백,9803865,"003002003
003
003002",url,20/10/42/1000003160/,https://koodonkr.hgodo.com/reebonz_facebook_img/9803865.jpg
1000003161,로에베 브라운 라피아 라탄 바스켓 스몰 토트백,7528002,"003002003
003
003002",url,20/10/42/1000003161/,https://koodonkr.hgodo.com/uploads/product_meta_info/2/03/7528002/f.jpg
1000003162,루이비통 모노그램 트위드 피티드 자켓,10100038,"003001001
003
003001",url,20/10/42/1000003162/,https://koodonkr.hgodo.com/uploads/product_meta_info/1/01/10100038/f.jpg
1000003163,멀버리 블랙 베이스워터 토트백,9930020,"003002003
003
003002",url,20/10/42/1000003163/,https://koodonkr.hgodo.com/reebonz_facebook_img/9930020.jpg
1000003164,루이비통 블룸즈버리 숄더백,9950128,"003002002
003
003002",url,20/10/42/1000003164/,https://koodonkr.hgodo.com/reebonz_facebook_img/9950128_f.jpg
1000003166,루이비통 PVC 시스티나 GM 숄더백,9950439,"003002003
003
003002
003002002",url,20/10/42/1000003166/,https://koodonkr.hgodo.com/reebonz_facebook_img/9950439_f.jpg
1000003167,루이비통 PVC 트레비 토트백,9950415,"003002003
003
003002",url,20/10/42/1000003167/,https://koodonkr.hgodo.com/reebonz_facebook_img/9950415_f.jpg
1000003170,루이비통 조에 다미에 아주르 반지갑,9950159,"007001
007",url,20/10/42/1000003170/,https://koodonkr.hgodo.com/reebonz_facebook_img/9950159f.jpg
1000003173,루이비통 핑크 포쉐트 파우치 겸 크로스백,9950101,"003002006
003
003002
003002005
007
007001",url,20/10/42/1000003173/,https://koodonkr.hgodo.com/reebonz_facebook_img/9950101.jpg
1000003174,샤넬 레드 보이 장지갑,9950111,"007001
007",url,20/10/42/1000003174/,https://koodonkr.hgodo.com/reebonz_facebook_img/9950111.jpg
1000003175,루이비통 PVC 다미에 아주르 사라 장지갑,9950204,"007001
007",url,20/10/42/1000003175/,https://koodonkr.hgodo.com/reebonz_facebook_img/9950204.jpg
1000003176,구찌 장지갑,90100030,"007001
007",url,20/10/42/1000003176/,https://koodonkr.hgodo.com/uploads/product_meta_info/9/01/90100030/f.jpg
1000003177,루이비통 블랙 벤토 박스 토트백,9846808,"003002003
003
003002
003002002",url,20/10/43/1000003177/,https://koodonkr.hgodo.com/reebonz_facebook_img/9846808.jpg
1000003179,발렌시아가 레드 메탈릭 엣지 토트백,9848009,"003002003
003
003002
003002002",url,20/10/43/1000003179/,https://koodonkr.hgodo.com/reebonz_facebook_img/9848009.jpg
1000003180,루이비통 브라운 다미에 리버사이드 토트백,9847481,"003002003
003
003002",url,20/10/43/1000003180/,https://koodonkr.hgodo.com/reebonz_facebook_img/9847481.jpg
1000003181,보테가 베네타 블랙 인트레치아토 숄더백,9854676,"003002002
003
003002
003002003",url,20/10/43/1000003181/,https://koodonkr.hgodo.com/reebonz_facebook_img/9854676.jpg
1000003182,펜디 브라운 투쥬르 토트백,9855061,"003002003
003
003002
003002002",url,20/10/43/1000003182/,https://koodonkr.hgodo.com/reebonz_facebook_img/9855061.jpg
1000003183,프라다 블랙 비텔로 다이노 숄더백,9854638,"003002002
003
003002",url,20/10/43/1000003183/,https://koodonkr.hgodo.com/reebonz_facebook_img/9854638.jpg
1000003184,루이비통 브라운 모노그램 삭 보스포어 백팩,9979197,"002002001
002
002002
003
003002
003002001",url,20/10/43/1000003184/,https://koodonkr.hgodo.com/reebonz_facebook_img/9979197.jpg
